OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods
14108,342 30th Street,,30th Street,SIDEWALK,4,8,,2021,1,,,POINT (-122.427470801 37.742048464),12/29/2021 16:46,6/17/2024 10:17,Noe Valley,8,84,9,5,22,174,,,84
12183,Belden Street,Belden Place,BUSH,SIDEWALK,2,4,,2017,1,37.790909,-122.403743,POINT (-122.4037425 37.79090921),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
20813,1984 Mission Street,H&R block,Mission Street,SIDEWALK,1,2,,2023,11,,,POINT (-122.419769683 37.765347021),11/13/2023 15:31,6/17/2024 10:17,Mission,9,53,3,2,20,89,,,53
11638,2762 FOLSOM ST,Inglesia Zion,FOLSOM,SIDEWALK,2,4,,2011,3,37.753068,-122.414474,POINT (-122.414473796 37.753068005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,166,,,53
12367,51 HAVELOCK ST,Balboa Park Swimming Pool,HAVELOCK,SIDEWALK,2,4,,2011,1,37.724767,-122.44624,POINT (-122.446239695 37.724766729),1/29/2020 12:38,6/17/2024 10:17,Outer Mission,11,94,9,1,28,186,,,94
11235,3300 BALBOA ST,Multicultural Preschool,BALBOA,SIDEWALK,1,2,,2014,7,37.776094,-122.494286,POINT (-122.494285682 37.776094239),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,56,,,8
10556,2991 SACRAMENTO ST,Liege Home and Garden,SACRAMENTO,SIDEWALK,1,2,,2002,0,37.788723999999995,-122.441895,POINT (-122.441894588 37.788724444),1/29/2020 12:38,6/17/2024 10:17,Pacific Heights,2,102,8,6,30,7,,,102
14212,2151 Laguna,,Laguna,SIDEWALK,3,6,,2021,5,,,POINT (-122.429175141 37.790921901),12/29/2021 16:46,6/17/2024 10:17,Pacific Heights,2,102,4,6,30,39,,,102
12493,548 Union Street,(former business) Cykel,Union Street,SIDEWALK,1,2,,2019,12,37.79941077,-122.4174712,POINT (-122.417471223 37.799410774),1/31/2020 14:21,6/17/2024 10:17,Russian Hill,3,107,6,6,32,15,,,107
12687,4113 4113 19th St,,4113 19th St,SIDEWALK,2,4,,2019,12,37.75926779,-122.4350713,POINT (-122.435071248 37.759267792),1/31/2020 14:21,6/17/2024 10:17,Castro/Upper Market,8,115,3,5,5,171,9,,115
11036,4555 CALIFORNIA ST,Village Market,CALIFORNIA,SIDEWALK,1,2,,2011,6,37.784506,-122.466493,POINT (-122.466492785 37.784506006),1/29/2020 12:38,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,97,,,5
9822,1387 VALENCIA ST,Synergy School,VALENCIA,SIDEWALK,2,4,,2011,3,37.750869,-122.420187,POINT (-122.420186597 37.750869296),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
14010,4140 Kirkham St,,Kirkham St,SIDEWALK,1,2,,2020,12,,,POINT (-122.505183005 37.758594634),12/31/2020 12:21,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,147,,,39
9183,219 CLEMENT ST,dental office,CLEMENT,SIDEWALK,1,2,,2006,0,37.782824999999995,-122.461587,POINT (-122.461586786 37.782825006),1/29/2020 12:38,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,98,,,5
12747,500 spruce,Starbucks,spruce,SIDEWALK,1,2,,2019,12,37.7863496,-122.4533813,POINT (-122.453381301 37.786349595),1/31/2020 14:21,6/17/2024 10:17,Presidio Heights,2,11,8,6,31,77,,,11
11344,720 YORK ST,UNKNOWN,YORK,SIDEWALK,1,2,,2003,0,37.759820999999995,-122.40919,POINT (-122.409189797 37.759821004),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,9,20,169,,,53
10493,451 JUDAH ST,Fluid Yoga,JUDAH,SIDEWALK,1,2,,2012,5,37.761883999999995,-122.467045,POINT (-122.467044788 37.761884008),1/29/2020 12:38,6/17/2024 10:17,Inner Sunset,7,109,10,8,14,151,,,109
21165,,Stow Lake Parking Lot,Stow Lake Drive,SIDEWALK,8,16,,2023,10,,,POINT (-122.477134215 37.770926992),11/13/2023 15:39,6/17/2024 10:17,Golden Gate Park,7,9,8,4,12,53,,,9
11957,342 09TH ST,Nomadic Arts Home Furnishings,09TH,SIDEWALK,2,4,,0,0,37.773115,-122.411245,POINT (-122.411244495 37.773115033),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,35,,,32
9717,944 FOLSOM ST,Boyd Lighting,FOLSOM,SIDEWALK,1,2,,2004,0,37.779669999999996,-122.404652,POINT (-122.404651796 37.779670003),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,35,7,,32
14431,2178 37TH AVE,,37TH AVE,SIDEWALK,1,2,,2021,10,,,POINT (-122.495284227 37.746418623),12/29/2021 16:46,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,144,,,39
8751,285 14th Street,Apt. Bld. Complex,14th Street,SIDEWALK,2,4,,2017,10,0,0,POINT (-122.41945742 37.768120272),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,89,,,53
9788,925 MISSION ST,The Hub and Intersection for the Arts,MISSION,SIDEWALK,4,8,,2013,1,37.782149,-122.406588,POINT (-122.406587795 37.782149002),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,181,,1,32
10532,301 PINE ST,Equinox,PINE,SIDEWALK,1,2,,2011,11,37.791829,-122.401267,POINT (-122.401266793 37.791829001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
12211,762 VALENCIA ST,Cha-Ya restaurant,VALENCIA,SIDEWALK,1,2,,0,0,37.760748,-122.421774,POINT (-122.421773795 37.760748005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,37,3,5,20,76,,,37
14282,451 Gough,,Gough,SIDEWALK,1,2,,2021,7,,,POINT (-122.423075288 37.777412863),12/29/2021 16:46,6/17/2024 10:17,Hayes Valley,5,21,4,11,9,70,8,,21
14408,508 Baker Street,,Baker Street,SIDEWALK,1,2,,2021,12,,,POINT (-122.441320936 37.775659786),12/29/2021 16:46,6/17/2024 10:17,Hayes Valley,5,24,7,11,9,1,,,24
11450,61 NEW MONTGOMERY ST,Crunch,NEW MONTGOMERY,SIDEWALK,1,2,,2010,0,37.788222,-122.400942,POINT (-122.400941794 37.788222001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,108,6,10,8,25,4,,108
9256,2222 Irving St,TC Pastery,IRVING,SIDEWALK,1,2,,2017,7,37.76343,-122.481672,POINT (-122.481672409 37.763430251),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,62,,,39
10741,800 GREAT HWY,Ocean Beach,GREAT HWY,SIDEWALK,3,6,,2010,1,37.772701999999995,-122.510407,POINT (-122.510406781 37.77270201),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,145,,,8
9891,601 VALENCIA ST,T-Mobile store,VALENCIA,SIDEWALK,1,2,,2003,0,37.763087,-122.421382,POINT (-122.421381795 37.763087005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
12172,1800 TARAVAL ST,United States Post Office,TARAVAL,SIDEWALK,1,2,,0,0,37.742855999999996,-122.485604,POINT (-122.485603787 37.742856011),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,40,10,7,35,30,,,40
14275,1301 Stockton Street,East West Bank,Stockton Street,SIDEWALK,1,2,,2021,7,,,POINT (-122.408630611 37.79773864),12/29/2021 16:46,6/17/2024 10:17,Chinatown,3,106,6,3,6,16,,,106
13567,1270 Pine St,,Pine St,SIDEWALK,2,4,,2020,5,,,POINT (-122.416665709 37.790122001),6/19/2020 15:47,6/17/2024 10:17,Nob Hill,3,16,6,3,21,44,,,16
9589,2147 Clement St,Bourbon County,CLEMENT,SIDEWALK,1,2,,2017,5,37.782063,-122.482162,POINT (-122.482161668 37.782062767),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,28,,,8
11322,795 FOLSOM ST,Subway,FOLSOM,SIDEWALK,1,2,,2013,1,37.782052,-122.400852,POINT (-122.400851795 37.782052002),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,36,4,,32
9255,2169 MISSION ST,Noisebridge,MISSION,SIDEWALK,1,2,,2015,1,37.762378999999996,-122.419175,POINT (-122.419174896 37.762378605),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
11951,5950 GEARY BLVD,St. Monica School,GEARY; 24TH,SIDEWALK,4,8,,2015,1,37.780488999999996,-122.483455,POINT (-122.483454584 37.780489108),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,28,,,8
20493,3151 23rd Street,,23rd Street,SIDEWALK,1,2,,2023,1,,,POINT (-122.415466705 37.754032982),2/3/2023 15:21,6/17/2024 10:17,Mission,9,53,3,2,20,195,,,53
12001,937 HARRISON ST,Mochica Restaurant,HARRISON,SIDEWALK,1,2,,2013,1,37.778162,-122.402427,POINT (-122.402426796 37.778162003),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,179,,,32
21362,325 Arguello,,Arguello,SIDEWALK,1,2,,2023,10,,,POINT (-122.459199996 37.784603774),11/13/2023 15:39,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,98,,,5
8930,5332 Geary St,The Training Zone,Geary St,SIDEWALK,1,2,,2017,9,0,0,POINT (-122.47679409 37.780763718),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,5,8,4,29,57,,,5
14417,2199 19TH AVE,,19TH AVE,SIDEWALK,1,2,,2021,10,,,POINT (-122.475987894 37.746956584),12/29/2021 16:46,6/17/2024 10:17,Sunset/Parkside,7,40,10,7,35,31,,,40
10163,1650 03RD ST,Laundry Locker Cleaners,03RD,SIDEWALK,3,3,,2004,0,37.767958,-122.389482,POINT (-122.3894818 37.767958002),1/29/2020 12:38,6/17/2024 10:17,Mission Bay,6,34,1,10,4,68,,,34
11301,3520 20TH ST,Comics and Art Businesses,20TH,SIDEWALK,2,4,,2010,12,37.758832,-122.419652,POINT (-122.419651795 37.758832005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
9351,1837 PACIFIC AVE,Avenue Fine Food Market,PACIFIC,SIDEWALK,1,2,,2015,10,37.794461,-122.425474,POINT (-122.425474436 37.794460792),1/29/2020 12:38,6/17/2024 10:17,Pacific Heights,2,102,4,6,30,125,,,102
8528,2699 Mission Street,That's It,Mission Street,SIDEWALK,1,2,,2018,5,0,0,POINT (-122.418531368 37.753969244),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
10094,699 22ND ST,Mr. and Mrs. Miscellaneous,22ND,SIDEWALK,2,4,,2015,10,37.757873,-122.388279,POINT (-122.38827892 37.75787305),1/29/2020 12:38,6/17/2024 10:17,Potrero Hill,10,55,2,9,26,167,14,,55
8831,699 O'Farrell Street,Nite Cap,O'Farrell Street,SIDEWALK,1,2,,2018,1,0,0,POINT (-122.416153843 37.785279676),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,5,10,36,64,6,1,20
11910,2550 OCEAN AVE,Walgreens,OCEAN,SIDEWALK,1,2,,2010,0,37.731716,-122.472724,POINT (-122.47272379 37.731716011),1/29/2020 12:38,6/17/2024 10:17,West of Twin Peaks,7,62,10,8,41,107,,,62
9035,3174 MISSION ST,Bay Jiu-Jitsu,MISSION,SIDEWALK,2,4,,2015,8,37.746325,-122.41951,POINT (-122.419510357 37.746324683),1/29/2020 12:38,6/17/2024 10:17,Bernal Heights,9,83,9,2,2,188,,,83
10815,2390 BUSH ST,St. Dominic's Catholic Church,STEINER,SIDEWALK,2,4,,2013,6,37.78738,-122.435767,POINT (-122.435766789 37.787380003),1/29/2020 12:38,6/17/2024 10:17,Pacific Heights,5,103,4,11,30,5,,,103
10015,4501 MISSION ST,EXCELSIOR LIQUOR,MISSION,SIDEWALK,1,2,,2015,1,37.726054999999995,-122.433447,POINT (-122.433446797 37.726055008),1/29/2020 12:38,6/17/2024 10:17,Excelsior,11,90,9,1,7,157,,,90
8934,14 Dalewood Way,Mt. Davidson Park Entrance,Dalewood Way,SIDEWALK,1,2,,2018,7,0,0,POINT (-122.453850018 37.736848555),1/29/2020 12:38,6/17/2024 10:17,West of Twin Peaks,7,117,9,8,41,108,,,117
10321,1775 44TH AVE,Noriega CDC Francis Scott Key Satellite CDC,44TH,SIDEWALK,1,2,,2013,1,37.753828999999996,-122.503641,POINT (-122.503640783 37.753829012),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,103,,,39
10171,2525 16TH ST,Lion Building,16TH,SIDEWALK,1,2,,2000,0,37.765116,-122.411884,POINT (-122.411883796 37.765116004),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,180,,,53
10048,2482 MISSION ST,multiple,MISSION,SIDEWALK,1,2,,2012,10,37.757435,-122.419365,POINT (-122.419364496 37.757435365),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
11227,766 VALLEJO ST,Vallejo Street Garage,VALLEJO,GARAGE,0,0,,0,0,37.798533,-122.409646,POINT (-122.409645592 37.798533251),1/29/2020 12:38,6/17/2024 10:17,Chinatown,3,106,6,3,6,16,,,106
11332,1200A polk st,Tsering jewelry,POLK,SIDEWALK,1,2,,2016,8,37.787782,-122.420033,POINT (-122.420033488 37.787781526),1/29/2020 12:38,6/17/2024 10:17,Nob Hill,3,50,4,3,21,11,10,,50
12635,528 Broderick St,,Broderick St,SIDEWALK,1,2,,2019,12,37.77508688,-122.4395185,POINT (-122.439518492 37.77508688),1/31/2020 14:21,6/17/2024 10:17,Hayes Valley,5,24,7,11,9,1,,,24
13775,29 oakwood st,,oakwood st,SIDEWALK,1,2,,2020,8,,,POINT (-122.424981314 37.760957952),12/31/2020 11:57,6/17/2024 10:17,Mission,8,37,3,5,20,76,,,37
10188,595 02ND ST,UNKNOWN,02ND,SIDEWALK,1,2,,2003,0,37.782258,-122.392129,POINT (-122.392129397 37.782258101),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,31,1,10,8,25,,,31
14419,555 Cole St.,,Cole St.,SIDEWALK,2,4,,2021,12,,,POINT (-122.450314706 37.770014835),12/29/2021 16:46,6/17/2024 10:17,Haight Ashbury,5,25,7,11,3,91,,,25
9795,315 Noe Street,Buena Vista Realty,NOE,SIDEWALK,1,2,,2017,1,37.763940999999996,-122.432991,POINT (-122.432991361 37.763941443),1/29/2020 12:38,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,88,,,38
12816,3166 16th St,San Francisco Barber Shop,16th St,SIDEWALK,1,2,,2019,12,37.76483797,-122.4233373,POINT (-122.423337323 37.764837971),1/31/2020 14:21,6/17/2024 10:17,Mission,9,37,3,5,20,178,,,37
13952,3986 26th St,Noe Cafe,26th St,SIDEWALK,4,8,,2020,12,,,POINT (-122.428907074 37.748396923),12/31/2020 12:16,6/17/2024 10:17,Noe Valley,8,84,3,5,22,84,,,84
10698,1190 Folsom Street,Cat Club,FOLSOM,SIDEWALK,1,2,,2016,8,37.775211,-122.409908,POINT (-122.409907659 37.7752112),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,35,,,32
10498,3400 CALIFORNIA ST,Insight Productions,CALIFORNIA,SIDEWALK,1,2,,2003,0,37.786955999999996,-122.450402,POINT (-122.450401788 37.786956005),1/29/2020 12:38,6/17/2024 10:17,Presidio Heights,2,10,8,6,31,80,,,10
20353,230 Gough,Dumpling Home,Gough,SIDEWALK,1,2,,2022,6,,,POINT (-122.422692303 37.775534182),2/3/2023 15:10,6/17/2024 10:17,Hayes Valley,5,21,4,11,9,70,,,21
10650,633 BATTERY ST,One Jackson Place,BATTERY,SIDEWALK,1,2,,2003,0,37.797142,-122.401148,POINT (-122.401147794 37.797142),1/29/2020 12:38,6/17/2024 10:17,Chinatown,3,106,6,3,6,55,,,106
10601,101 - 111 BROAD ST,Stratigos Real Properties,BROAD,SIDEWALK,3,6,,2015,10,37.713124,-122.456141,POINT (-122.456141402 37.713124262),1/29/2020 12:38,6/17/2024 10:17,Oceanview/Merced/Ingleside,11,81,10,1,24,99,,,81
10590,77 BATTERY ST,SF Sport and Spine Physical Therapy,BATTERY,SIDEWALK,1,2,,2011,11,37.791936,-122.399976,POINT (-122.399975795 37.791936002),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
14352,599 Castro St,Thai House Express,Castro St,SIDEWALK,2,4,,2021,11,,,POINT (-122.434878733 37.759448549),12/29/2021 16:46,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,171,9,,38
12606,343 Sansome Street,Orangetheory Fitness,Sansome Street,SIDEWALK,1,2,,2019,12,37.79358719,-122.4012438,POINT (-122.401243834 37.793587186),1/31/2020 14:21,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
10653,1515 FILLMORE ST,Jubili,FILLMORE,SIDEWALK,1,2,,2010,0,37.783476,-122.433303,POINT (-122.433302791 37.783476004),1/29/2020 12:38,6/17/2024 10:17,Western Addition,5,97,4,11,39,3,,,97
14381,2184 Union Street,Luke's local,Union Street,SIDEWALK,2,4,,2021,12,,,POINT (-122.435139382 37.797141928),12/29/2021 16:46,6/17/2024 10:17,Marina,2,15,4,6,13,81,,,15
12806,300 Montgomery St,,Montgomery St,SIDEWALK,2,4,,2019,12,37.79199549,-122.4025806,POINT (-122.402580628 37.791995491),1/31/2020 14:21,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
9490,3398 MISSION ST,Walgreens,MISSION,SIDEWALK,1,2,,2011,6,37.742557,-122.422178,POINT (-122.422177797 37.742557007),1/29/2020 12:38,6/17/2024 10:17,Bernal Heights,9,83,9,2,2,188,,,83
10419,1855 HAIGHT ST,Amoeba Music,HAIGHT,SIDEWALK,1,2,,2006,0,37.768916999999995,-122.452607,POINT (-122.452606788 37.768917006),1/29/2020 12:38,6/17/2024 10:17,Haight Ashbury,5,25,7,11,3,91,,,25
13825,98 Post St,Amazon Go,Post St,SIDEWALK,2,4,,2020,9,,,POINT (-122.403564562 37.788914803),12/31/2020 12:01,6/17/2024 10:17,Financial District/South Beach,3,19,6,3,8,43,,,19
21784,"""4950"" Geary",-,Geary,SIDEWALK,1,2,,2024,2,,,POINT (-122.472417598 37.780772971),1/5/2024 14:18,6/17/2024 10:17,Outer Richmond,1,5,8,4,29,57,,,5
10005,2240 CHESTNUT ST,Tuttimelon,CHESTNUT,SIDEWALK,1,2,,2003,0,37.800477,-122.440132,POINT (-122.440131788 37.800477003),1/29/2020 12:38,6/17/2024 10:17,Marina,2,17,4,6,13,14,,,17
20526,2601 Vicente,S,Vicente,SIDEWALK,1,2,,2022,9,,,POINT (-122.494845428 37.73847566),2/3/2023 15:53,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,144,,,39
11505,1262 09TH AVE,Walter-Adams Gallery,09TH,SIDEWALK,1,2,,2006,0,37.76481,-122.466023,POINT (-122.466022788 37.764810008),1/29/2020 12:38,6/17/2024 10:17,Inner Sunset,7,109,10,11,14,151,,,109
14172,1044 Hyde street,Perfection Nails Spa,Hyde street,SIDEWALK,2,4,,2021,4,,,POINT (-122.417280202 37.790472584),12/29/2021 16:46,6/17/2024 10:17,Nob Hill,3,16,6,3,21,44,,,16
12645,5901 Geary Blvd,First Cake,Geary Blvd,SIDEWALK,1,2,,2019,12,37.78012562,-122.4826717,POINT (-122.482671692 37.780125615),1/31/2020 14:21,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,146,,,8
9068,None,Market Battery Plaza,BUSH,SIDEWALK,13,26,,2015,1,37.789953,-122.390221,POINT (-122.390220697 37.789953301),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,30,1,10,8,25,3,,30
12409,1744 Clement St,88 Laundromat and Cleaners,CLEMENT,SIDEWALK,1,2,,2017,5,37.782406,-122.477863,POINT (-122.477862942 37.782405507),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,5,8,4,29,57,,,5
12648,387 Tehama,,Tehama,SIDEWALK,1,2,,2019,12,37.78127632,-122.4041368,POINT (-122.404136812 37.781276323),1/31/2020 14:21,6/17/2024 10:17,South of Market,6,32,1,10,34,36,4,,32
11006,207 09TH ST,A2B,09TH,SIDEWALK,1,2,,2015,11,37.774941,-122.412976,POINT (-122.41297616 37.774941362),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,35,,,32
11110,1400 JUDAH ST,Wah Mei School,19TH,SIDEWALK,1,2,,2015,6,37.76187,-122.477501,POINT (-122.477501486 37.76187041),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,62,,,39
9401,290 DOLORES ST,First Mennonite Church of San Francisco,DOLORES,SIDEWALK,1,2,,2002,0,37.764849,-122.426683,POINT (-122.426682793 37.764849004),1/29/2020 12:38,6/17/2024 10:17,Castro/Upper Market,8,37,3,5,5,88,,,37
20294,519 Bay St,Tutu School,Bay St,SIDEWALK,2,4,,2022,4,,,POINT (-122.415676484 37.805371263),2/3/2023 15:11,6/17/2024 10:17,North Beach,3,99,6,3,23,24,,,99
11999,1520 STOCKTON ST,North East Medical Services,STOCKTON,SIDEWALK,1,2,,2013,10,37.799935999999995,-122.408712,POINT (-122.408711792 37.799936001),1/29/2020 12:38,6/17/2024 10:17,North Beach,3,106,6,3,23,47,,,106
11263,385 08TH ST,Mr S Leather,08TH,SIDEWALK,2,4,,2013,1,37.774248,-122.408614,POINT (-122.408613795 37.774248003),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,35,,,32
9572,451 09TH ST,Cup and Cakes Bakery,09TH,SIDEWALK,1,2,,2013,5,37.772113,-122.409096,POINT (-122.409095795 37.772113003),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,179,,,32
21284,1600 Bryant St,United States Post Office,Bryant St,SIDEWALK,2,4,,2023,6,,,POINT (-122.410668083 37.766599407),11/13/2023 15:39,6/17/2024 10:17,Mission,9,53,3,2,20,180,,,53
10346,201 VAN NESS AVE,Davies Symphony Hall,VAN NESS,SIDEWALK,2,4,,2010,9,37.777436,-122.419981,POINT (-122.419980793 37.777436004),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,5,21,4,11,9,70,8,,21
12540,71 Spear Street,Flywheel Sports,Spear Street,SIDEWALK,2,4,,2019,12,37.79294301,-122.394553,POINT (-122.394552974 37.792943009),1/31/2020 14:21,6/17/2024 10:17,Financial District/South Beach,6,108,6,10,8,25,,,108
21249,4099 Judah St,Western Sunset Market,Judah St,SIDEWALK,1,2,,2023,4,,,POINT (-122.505864123 37.760365493),11/13/2023 15:39,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,147,,,39
10760,3388 24TH ST,Phat Philly,24TH,SIDEWALK,1,2,,2004,0,37.752241999999995,-122.420361,POINT (-122.420360796 37.752242006),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
10861,2111 JENNINGS ST,Homeless shelter,JENNINGS,SIDEWALK,2,4,,2011,1,37.726723,-122.388645,POINT (-122.388644804 37.726723005),1/29/2020 12:38,6/17/2024 10:17,Bayview Hunters Point,10,86,2,9,1,161,,,86
12704,1355 3rd St,Esthetics Dental,3rd St,SIDEWALK,1,2,,2019,12,37.77152142,-122.3894861,POINT (-122.389486132 37.771521424),1/31/2020 14:21,6/17/2024 10:17,Mission Bay,6,34,1,10,4,68,,,34
11992,531 Divisadero Street,Soulva,DIVISADERO,SIDEWALK,1,2,,2017,5,37.774338,-122.437802,POINT (-122.437801989 37.7743379),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,5,24,7,11,9,1,,,24
10765,101 UTAH ST,Oceanic Restaurant,UTAH,SIDEWALK,1,2,,2004,0,37.767877,-122.406298,POINT (-122.406297796 37.767877004),1/29/2020 12:38,6/17/2024 10:17,Mission,6,33,3,9,20,180,,,33
12355,1899 Irving St,Luca Food,IRVING,SIDEWALK,1,2,,2017,7,37.763448,-122.478156,POINT (-122.478155537 37.763447548),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,62,,,39
8830,2830 Geary Blvd,BOL Global CPA,Geary Blvd,SIDEWALK,1,2,,2018,7,0,0,POINT (-122.449664548 37.782478839),1/29/2020 12:38,6/17/2024 10:17,Presidio Heights,2,11,8,6,31,77,,,11
8629,1829 Market Street,N/A,Market Street,SIDEWALK,1,2,,2018,9,0,0,POINT (-122.42407689 37.771002699),1/29/2020 12:38,6/17/2024 10:17,Mission,8,27,1,5,20,178,9,,27
11102,1198 GUERRERO ST,24 Guerrero Cleaners,24TH,SIDEWALK,1,2,,0,0,37.752096,-122.423191,POINT (-122.423190796 37.752096006),1/29/2020 12:38,6/17/2024 10:17,Mission,8,52,3,5,20,176,,,52
10168,2568 JONES ST,Bimbo's 365 Club,JONES,SIDEWALK,1,2,,2002,0,37.805018,-122.416584,POINT (-122.41658379 37.805018001),1/29/2020 12:38,6/17/2024 10:17,North Beach,3,106,6,3,23,24,,,106
8600,1232 09th Avenue,PetsCorner,09th Avenue,SIDEWALK,1,2,,2017,10,0,0,POINT (-122.466066849 37.765259222),1/29/2020 12:38,6/17/2024 10:17,Inner Sunset,7,109,10,11,14,151,,,109
10395,3188 MISSION ST,Caffeinated Comics,MISSION,SIDEWALK,1,2,,2010,10,37.746159,-122.41982,POINT (-122.419819798 37.746159006),1/29/2020 12:38,6/17/2024 10:17,Bernal Heights,9,83,9,2,2,188,,,83
12407,1271 TREAT AVE,Garfield Square,TREAT,SIDEWALK,2,4,,2010,7,37.749645,-122.412587,POINT (-122.412586798 37.749645005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,166,,,53
12188,750 16TH AVE,Argonne Community Garden,16TH,SIDEWALK,2,4,,2011,6,37.773964,-122.474044,POINT (-122.474043785 37.773964007),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,5,8,4,29,93,,,5
9668,845 MARKET ST,Tourneau,MARKET,SIDEWALK,2,4,,2013,12,37.784095,-122.406131,POINT (-122.406131395 37.784095392),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,5,10,34,181,5,,32
11688,1580 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,2002,0,37.747555,-122.420563,POINT (-122.420562796 37.747555006),1/29/2020 12:38,6/17/2024 10:17,Bernal Heights,9,83,9,2,2,188,,,83
21388,198 Valencia,Kuma Restaurants LLC,Valencia,SIDEWALK,2,4,,2023,10,,,POINT (-122.422437338 37.769923172),11/13/2023 15:39,6/17/2024 10:17,Mission,8,32,3,5,20,178,,,32
9200,548 04TH ST,Natural Path Media,04TH,SIDEWALK,2,4,,2012,8,37.778768,-122.397698,POINT (-122.397697796 37.778768002),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,179,,,32
8997,1829 Market Street,N/A,Market Street,SIDEWALK,1,2,,2018,9,0,0,POINT (-122.42407689 37.771002699),1/29/2020 12:38,6/17/2024 10:17,Mission,8,27,1,5,20,178,9,,27
